,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
2661,2012-03-04,Республика Коми,Интинская городская,34993,30375,4905,16584,1003,7883,5908,16583,317,22174,710,571,620,139,143,0,0,0,1561,6.94,2402,10.68,705,3.13,1289,5.73,16217,72.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2662,2012-03-04,Республика Коми,Княжпогостская,20094,17550,3213,11114,928,2295,4141,11114,151,15104,900,813,428,87,100,0,0,0,1102,7.22,2124,13.92,562,3.68,976,6.4,10340,67.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2663,2012-03-04,Республика Коми,Койгородская,7413,7953,91,5491,818,1553,909,5491,66,6334,433,401,103,32,16,0,0,0,347,5.42,495,7.73,219,3.42,262,4.09,5011,78.3,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2664,2012-03-04,Республика Коми,Корткеросская,18095,18421,675,11159,945,5642,1620,11158,172,12606,736,697,401,39,39,0,0,0,873,6.83,1591,12.45,555,4.34,840,6.57,8747,68.45,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2665,2012-03-04,Республика Коми,Печорская городская,50747,49947,0,30942,1601,17404,1601,30938,464,32075,1709,1247,1871,462,100,0,0,0,2539,7.8,4604,14.15,1584,4.87,2416,7.42,20932,64.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2666,2012-03-04,Республика Коми,Прилузская,18352,18615,135,12303,2295,3882,2430,12303,118,14615,582,581,638,1,18,0,0,0,932,6.33,1279,8.68,518,3.52,775,5.26,11111,75.42,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2667,2012-03-04,Республика Коми,Сосногорская городская,44924,39809,5775,27519,1331,5184,7096,27097,372,33821,1663,1437,1367,226,209,0,0,0,2304,6.74,4605,13.47,1319,3.86,2050,5.99,23543,68.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2668,2012-03-04,Республика Коми,Сыктывдинская,18222,16926,381,10971,889,4685,1270,10969,128,12111,715,660,431,55,84,0,0,0,944,7.71,1546,12.63,608,4.97,1076,8.79,7937,64.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2669,2012-03-04,Республика Коми,Сыктывкарская городская,153385,122825,0,103251,3388,16185,3386,103126,1692,104820,3267,2481,3737,786,433,0,2,1,7554,7.09,15812,14.85,4887,4.59,14575,13.68,61992,58.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2670,2012-03-04,Республика Коми,Сысольская,11902,12579,56,8250,815,3458,871,8250,101,9020,740,707,303,33,56,0,0,0,709,7.77,980,10.74,509,5.58,658,7.21,6164,67.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2671,2012-03-04,Республика Коми,Троицко-Печорская,12432,12880,110,7124,702,4944,812,7123,97,7838,454,349,149,105,46,0,0,0,673,8.48,1016,12.8,477,6.01,549,6.92,5123,64.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2672,2012-03-04,Республика Коми,Удорская,14777,13167,120,9177,683,3187,803,9177,100,9880,875,875,453,0,75,0,0,0,848,8.5,1843,18.47,469,4.7,695,6.96,6025,60.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2673,2012-03-04,Республика Коми,Усинская городская,37814,35300,2472,24794,751,7283,3223,24790,491,27522,1027,1027,1139,0,173,0,0,0,2148,7.67,3226,11.52,995,3.55,1896,6.77,19257,68.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2674,2012-03-04,Республика Коми,Усть-Вымская,26308,25396,1623,17612,1520,4641,3143,17611,207,20547,962,962,681,0,38,0,0,0,1790,8.62,2574,12.4,833,4.01,1277,6.15,14073,67.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2675,2012-03-04,Республика Коми,Усть-Куломская,22016,24050,1006,13167,2409,7468,3415,13165,180,16400,1649,1643,365,6,21,0,0,0,1008,6.08,1971,11.89,761,4.59,816,4.92,11844,71.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2676,2012-03-04,Республика Коми,Усть-Цилемская,11261,11720,396,6623,482,4219,878,6622,51,7449,460,341,172,119,38,0,0,0,704,9.39,848,11.31,321,4.28,505,6.73,5071,67.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2677,2012-03-04,Республика Коми,Ухтинская городская,99934,90200,3166,69855,1663,15516,4828,69794,874,73748,1829,1422,1179,407,158,0,0,0,5631,7.55,9596,12.86,3430,4.6,5099,6.83,49992,66.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2678,2012-03-04,Республика Коми,"Сыктывкар, Эжвинская",40432,34902,0,30454,893,3555,893,30424,478,30839,487,422,866,65,210,0,0,0,2735,8.73,4378,13.98,1333,4.26,3388,10.82,19005,60.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793880&vrn=100100031793505&prver=0&pronetvd=null&region=11&sub_region=11&type=0&report_mode=null
2679,2012-03-04,Республика Калмыкия,Городовиковская,13733,13700,0,7353,632,5715,632,7334,84,7882,425,266,138,159,9,0,0,0,351,4.41,2118,26.59,195,2.45,303,3.8,4915,61.7,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2680,2012-03-04,Республика Калмыкия,Ики-Бурульская,7616,8084,0,4204,846,3034,846,4204,36,5014,434,434,153,0,16,0,0,0,65,1.29,688,13.62,114,2.26,190,3.76,3957,78.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2681,2012-03-04,Республика Калмыкия,Лаганская,14603,15128,0,9606,1506,4016,1506,9606,70,11042,275,99,51,176,4,0,0,0,156,1.4,1144,10.3,155,1.39,321,2.89,9266,83.39,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2682,2012-03-04,Республика Калмыкия,Кетченеровская,7407,7710,0,3907,1495,2307,1495,3907,36,5366,406,406,130,0,14,0,1,0,21,0.39,559,10.35,44,0.81,176,3.26,4566,84.52,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2683,2012-03-04,Республика Калмыкия,Малодербетовская,7891,8346,0,4176,570,3600,570,4176,46,4700,418,339,138,79,11,0,0,0,142,2.99,1162,24.48,165,3.48,307,6.47,2924,61.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2684,2012-03-04,Республика Калмыкия,Октябрьская,6167,6671,0,3421,645,2605,645,3416,25,4036,438,434,102,4,22,0,0,0,60,1.48,570,14.04,47,1.16,114,2.81,3245,79.91,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2685,2012-03-04,Республика Калмыкия,Приютненская,8519,8739,0,4575,735,3429,735,4575,16,5294,315,262,111,53,50,0,0,0,154,2.9,1001,18.85,126,2.37,133,2.5,3880,73.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2686,2012-03-04,Республика Калмыкия,Сарпинская,9886,9980,0,5340,1153,3487,1153,5340,43,6450,220,136,76,84,0,0,0,0,263,4.05,1155,17.79,155,2.39,247,3.8,4630,71.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2687,2012-03-04,Республика Калмыкия,Целинная,14569,14640,0,7500,1110,6030,1110,7500,86,8524,590,587,431,3,95,0,0,0,254,2.95,1653,19.2,222,2.58,525,6.1,5870,68.18,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2688,2012-03-04,Республика Калмыкия,Черноземельская,8268,8666,0,6209,433,2024,433,6209,30,6612,404,400,153,4,16,0,0,0,57,0.86,490,7.38,67,1.01,130,1.96,5868,88.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2689,2012-03-04,Республика Калмыкия,Элистинская,86616,83835,0,45415,2950,35470,2950,45409,568,47791,2449,2301,2207,148,97,0,0,0,1315,2.72,9687,20.03,1911,3.95,4782,9.89,30096,62.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2690,2012-03-04,Республика Калмыкия,Юстинская,7461,7816,0,4030,532,3254,532,4030,69,4493,341,341,126,0,9,0,0,0,35,0.77,743,16.29,118,2.59,266,5.83,3331,73.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2691,2012-03-04,Республика Калмыкия,Яшалтинская,11794,12147,0,6791,629,4727,629,6791,99,7321,336,320,100,16,14,0,0,0,460,6.2,1575,21.23,157,2.12,348,4.69,4781,64.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2692,2012-03-04,Республика Калмыкия,Яшкульская,9967,10577,0,6397,872,3308,872,6397,34,7235,474,446,203,28,26,0,0,0,41,0.56,750,10.32,86,1.18,187,2.57,6171,84.89,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793877&vrn=100100031793505&prver=0&pronetvd=null&region=8&sub_region=8&type=0&report_mode=null
2693,2012-03-04,Кировская область,Арбажская,6562,6790,0,3791,827,2172,827,3791,30,4588,334,241,74,93,16,0,0,0,312,6.76,943,20.42,507,10.98,223,4.83,2603,56.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2694,2012-03-04,Кировская область,Афанасьевская,11457,11880,0,6483,1010,4387,1010,6483,74,7419,331,331,118,0,19,0,0,0,776,10.36,839,11.2,448,5.98,556,7.42,4800,64.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2695,2012-03-04,Кировская область,Белохолуницкая,16892,17204,0,9584,1249,6371,1249,9583,92,10740,325,295,156,30,25,0,0,0,949,8.76,1520,14.03,600,5.54,655,6.05,7016,64.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2696,2012-03-04,Кировская область,Богородская,4501,3800,0,2544,548,708,548,2544,20,3072,406,346,63,60,33,0,0,0,234,7.57,603,19.5,187,6.05,155,5.01,1893,61.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2697,2012-03-04,Кировская область,Верхнекамская,23984,25235,12,12428,1733,11062,1745,12427,213,13959,706,670,249,36,24,0,0,0,1153,8.14,2612,18.43,765,5.4,1073,7.57,8356,58.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2698,2012-03-04,Кировская область,Верхошижемская,7965,8175,0,4383,750,3042,750,4383,43,5090,392,179,89,213,8,0,0,0,338,6.58,735,14.32,200,3.9,334,6.51,3483,67.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2699,2012-03-04,Кировская область,Вятскополянская,26270,26750,0,13478,2672,10600,2672,13478,129,16021,590,532,247,58,56,0,0,0,926,5.73,3754,23.24,575,3.56,795,4.92,9971,61.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2700,2012-03-04,Кировская область,Вятскополянская городская,30277,31500,0,17386,1328,12786,1327,17385,267,18445,687,519,261,168,113,0,0,0,1271,6.79,5060,27.04,863,4.61,1419,7.58,9832,52.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2701,2012-03-04,Кировская область,Даровская,10239,9650,0,5816,1223,2611,1223,5816,54,6985,274,207,95,67,11,0,0,0,655,9.31,1385,19.68,380,5.4,432,6.14,4133,58.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2702,2012-03-04,Кировская область,Зуевская,20082,19310,0,10620,1690,7000,1690,10616,108,12198,552,444,211,108,17,0,0,0,871,7.08,2324,18.89,667,5.42,718,5.83,7618,61.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2703,2012-03-04,Кировская область,Кикнурская,8776,9330,0,4365,1199,3766,1199,4365,39,5525,421,394,121,27,74,0,0,0,428,7.69,1491,26.8,353,6.34,278,4.99,2975,53.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2704,2012-03-04,Кировская область,Кильмезская,11140,11970,0,5781,1229,4960,1229,5781,40,6970,486,457,93,29,14,0,0,0,488,6.96,1861,26.55,342,4.88,419,5.98,3860,55.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2705,2012-03-04,Кировская область,"Киров, Ленинская",176000,156800,0,104612,2415,49773,2416,104465,1474,105407,3755,2631,3342,1124,77,0,0,0,7830,7.33,19063,17.84,5268,4.93,14615,13.67,58631,54.86,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2706,2012-03-04,Кировская область,"Киров, Нововятская",39174,38503,0,21585,630,16285,630,21575,261,21944,900,449,424,451,22,0,3,0,1746,7.86,3874,17.45,978,4.4,2372,10.68,12974,58.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2707,2012-03-04,Кировская область,"Киров, Октябрьская",133463,129070,0,79746,2934,46390,2933,79626,1170,81389,2620,1986,2184,634,59,0,0,0,6609,8.01,14191,17.19,4083,4.95,10758,13.03,45748,55.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2708,2012-03-04,Кировская область,"Киров, Первомайская",66513,56600,0,39091,1647,15862,1646,39073,523,40196,1891,1060,1364,831,29,0,0,0,2838,6.97,7007,17.21,2058,5.05,5872,14.42,22421,55.06,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2709,2012-03-04,Кировская область,Кирово-Чепецкая,19012,18950,0,10113,1488,7349,1487,10112,128,11471,569,512,371,57,31,0,0,0,841,7.25,1557,13.42,500,4.31,790,6.81,7783,67.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2710,2012-03-04,Кировская область,Кирово-Чепецкая городская,68125,65800,0,38382,1280,26138,1280,38364,525,39119,1070,751,797,319,221,0,0,0,3103,7.83,7281,18.37,2618,6.6,4150,10.47,21967,55.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2711,2012-03-04,Кировская область,Котельничская,14432,14810,0,7124,1322,6364,1322,7122,86,8358,585,301,122,284,11,0,0,0,683,8.09,1400,16.58,463,5.48,502,5.95,5310,62.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2712,2012-03-04,Кировская область,Котельничская городская,21498,19550,0,10828,1634,7088,1634,10827,127,12334,670,317,318,353,115,0,0,0,1046,8.39,2579,20.7,700,5.62,945,7.58,7064,56.69,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2713,2012-03-04,Кировская область,Куменская,15386,15315,0,9334,960,5021,960,9334,118,10176,455,338,427,117,27,0,0,0,794,7.71,1620,15.74,560,5.44,708,6.88,6494,63.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2714,2012-03-04,Кировская область,Лебяжская,7720,8095,0,3915,734,3446,734,3915,32,4617,321,190,89,131,24,0,0,0,442,9.51,1148,24.69,245,5.27,264,5.68,2518,54.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2715,2012-03-04,Кировская область,Лузская,15180,15950,0,8038,1850,6062,1850,8038,89,9799,508,487,174,21,92,0,0,0,792,8.01,1414,14.3,627,6.34,631,6.38,6335,64.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2716,2012-03-04,Кировская область,Малмыжская,22591,21500,0,11713,2768,7019,2768,11713,124,14357,500,288,120,212,15,0,0,0,969,6.69,3826,26.42,681,4.7,786,5.43,8095,55.9,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2717,2012-03-04,Кировская область,Мурашинская,11287,11760,0,5887,803,5070,803,5887,76,6614,435,407,180,28,21,0,0,0,527,7.88,1043,15.59,418,6.25,488,7.29,4138,61.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2718,2012-03-04,Кировская область,Нагорская,9074,8720,0,4615,1158,2947,1158,4615,44,5729,371,357,72,14,14,0,0,0,461,7.99,1192,20.65,431,7.47,357,6.18,3288,56.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2719,2012-03-04,Кировская область,Немская,7122,7490,0,3812,861,2817,861,3812,35,4638,299,291,71,8,21,0,0,0,384,8.22,825,17.65,253,5.41,262,5.61,2914,62.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2720,2012-03-04,Кировская область,Нолинская,17629,18240,0,9220,1433,7587,1433,9217,99,10551,413,369,200,44,137,0,0,0,952,8.94,2059,19.33,487,4.57,734,6.89,6319,59.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2721,2012-03-04,Кировская область,Омутнинская,34377,35420,0,18094,2178,15148,2178,18093,235,20036,1055,804,366,251,38,0,0,0,1654,8.16,3672,18.11,1066,5.26,1250,6.17,12394,61.14,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2722,2012-03-04,Кировская область,Опаpинская,9179,8727,0,4452,645,3630,645,4452,44,5053,335,331,138,4,15,0,0,0,454,8.91,812,15.93,320,6.28,418,8.2,3049,59.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2723,2012-03-04,Кировская область,Оричевская,25165,23765,0,13910,1815,8040,1815,13910,180,15545,573,466,432,107,20,0,0,0,1400,8.9,2342,14.89,701,4.46,1247,7.93,9855,62.67,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2724,2012-03-04,Кировская область,Орловская,11503,11715,0,5883,1055,4777,1055,5883,64,6874,485,271,151,214,9,0,0,0,571,8.23,1450,20.9,311,4.48,438,6.31,4104,59.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2725,2012-03-04,Кировская область,ЗАТО Первомайский,4221,4216,116,2895,82,1123,198,2890,35,3053,189,68,50,121,11,0,0,0,356,11.53,234,7.58,89,2.88,190,6.15,2184,70.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2726,2012-03-04,Кировская область,Пижанская,8912,8700,0,4635,1165,2900,1165,4635,30,5770,325,177,84,148,14,0,0,0,415,7.16,1210,20.86,448,7.72,313,5.4,3384,58.34,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2727,2012-03-04,Кировская область,Подосиновская,14088,14980,0,6653,1558,6769,1558,6653,68,8143,627,429,118,198,23,0,0,0,693,8.44,1544,18.8,428,5.21,511,6.22,4967,60.49,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2728,2012-03-04,Кировская область,Санчурская,8714,9017,0,4468,1221,3328,1221,4468,45,5644,374,227,89,147,12,0,0,0,437,7.68,991,17.42,316,5.55,348,6.12,3552,62.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2729,2012-03-04,Кировская область,Свечинская,7135,7408,0,3777,651,2980,651,3777,47,4381,376,323,124,53,22,0,0,0,366,8.27,825,18.63,349,7.88,349,7.88,2492,56.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2730,2012-03-04,Кировская область,Слободская,25507,24940,0,12999,2112,9829,2112,12998,173,14937,577,442,356,135,22,0,0,0,1358,8.99,2568,16.99,687,4.55,1127,7.46,9197,60.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
2731,2012-03-04,Кировская область,Слободская городская,29154,27032,0,15951,938,10143,938,15951,184,16705,475,323,308,152,23,0,0,0,1835,10.87,3206,18.98,788,4.67,1494,8.85,9382,55.55,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793847&vrn=100100031793505&prver=0&pronetvd=null&region=43&sub_region=43&type=0&report_mode=null
